861,under18,2011,1021926,Kentucky
862,under18,2012,1017350,Kentucky
863,total,2012,4379730,Kentucky
864,total,2012,4602134,Louisiana
865,under18,2012,1114620,Louisiana
866,under18,2011,1116579,Louisiana
867,total,2011,4575197,Louisiana
868,under18,2010,1118576,Louisiana
869,total,2010,4545392,Louisiana
870,total,2013,4625470,Louisiana
871,total,2009,4491648,Louisiana
872,under18,2009,1114228,Louisiana
873,under18,2013,1112957,Louisiana
874,total,2007,4375581,Louisiana
875,under18,2007,1096642,Louisiana
876,total,2008,4435586,Louisiana
877,under18,2008,1108728,Louisiana
878,total,2005,4576628,Louisiana
879,under18,2005,1177954,Louisiana
880,total,2006,4302665,Louisiana
881,under18,2006,1078779,Louisiana
882,total,2003,4521042,Louisiana
883,under18,2003,1188070,Louisiana
884,total,2004,4552238,Louisiana
885,under18,2004,1182731,Louisiana
886,total,2001,4477875,Louisiana
887,under18,2001,1204187,Louisiana
888,total,2002,4497267,Louisiana
889,under18,2002,1194819,Louisiana
890,total,2000,4471885,Louisiana
891,under18,2000,1217670,Louisiana
892,total,1999,4460811,Louisiana
893,under18,1999,1227167,Louisiana
894,total,1997,4421072,Louisiana
895,under18,1997,1239665,Louisiana
896,under18,1998,1232984,Louisiana
897,total,1998,4440344,Louisiana
898,under18,1996,1244627,Louisiana
899,total,1996,4398877,Louisiana
900,total,1995,4378779,Louisiana
901,under18,1995,1250112,Louisiana
902,under18,1992,1237034,Louisiana
903,total,1992,4293003,Louisiana
904,total,1993,4316428,Louisiana
905,under18,1993,1239161,Louisiana
906,under18,1994,1247631,Louisiana
907,total,1994,4347481,Louisiana
908,total,1991,4253279,Louisiana
909,under18,1991,1222330,Louisiana
910,under18,1990,1205984,Louisiana
911,total,1990,4221532,Louisiana
912,under18,1990,1353806,Massachusetts
913,total,1990,6022639,Massachusetts
914,total,1991,6018470,Massachusetts
915,under18,1991,1375110,Massachusetts
916,under18,1994,1437069,Massachusetts
917,total,1994,6095241,Massachusetts
918,total,1993,6060569,Massachusetts
919,under18,1993,1415724,Massachusetts
920,under18,1992,1390188,Massachusetts
921,total,1992,6028709,Massachusetts
922,total,1995,6141445,Massachusetts
923,under18,1995,1453489,Massachusetts
924,under18,1996,1468614,Massachusetts
925,total,1996,6179756,Massachusetts
926,under18,1998,1491652,Massachusetts
927,total,1998,6271838,Massachusetts
928,total,1997,6226058,Massachusetts
929,under18,1997,1478203,Massachusetts
930,total,1999,6317345,Massachusetts
931,under18,1999,1495818,Massachusetts
932,total,2000,6361104,Massachusetts
933,under18,2000,1501334,Massachusetts
934,total,2001,6397634,Massachusetts
935,under18,2001,1505028,Massachusetts
936,total,2002,6417206,Massachusetts
937,under18,2002,1502652,Massachusetts
938,total,2004,6412281,Massachusetts
939,under18,2004,1479541,Massachusetts
940,total,2003,6422565,Massachusetts
941,under18,2003,1493372,Massachusetts
942,total,2006,6410084,Massachusetts
943,under18,2006,1450202,Massachusetts
944,total,2005,6403290,Massachusetts
945,under18,2005,1464140,Massachusetts
946,total,2008,6468967,Massachusetts
947,under18,2008,1429727,Massachusetts
948,total,2007,6431559,Massachusetts
949,under18,2007,1439757,Massachusetts
950,under18,2013,1393946,Massachusetts
951,total,2009,6517613,Massachusetts
952,under18,2009,1422935,Massachusetts
953,total,2013,6692824,Massachusetts
954,total,2010,6563263,Massachusetts
955,under18,2010,1415962,Massachusetts
956,total,2011,6606285,Massachusetts
957,under18,2011,1407240,Massachusetts
958,under18,2012,1399417,Massachusetts
959,total,2012,6645303,Massachusetts
960,total,2012,5884868,Maryland
961,under18,2012,1346235,Maryland
962,under18,2011,1348766,Maryland
963,total,2011,5840241,Maryland
964,under18,2010,1351983,Maryland
965,total,2010,5787193,Maryland
966,total,2013,5928814,Maryland
967,total,2009,5730388,Maryland
968,under18,2009,1353631,Maryland
969,under18,2013,1344522,Maryland
970,total,2007,5653408,Maryland
971,under18,2007,1369563,Maryland
972,total,2008,5684965,Maryland
973,under18,2008,1359214,Maryland
974,total,2005,5592379,Maryland
975,under18,2005,1382966,Maryland
976,total,2006,5627367,Maryland
977,under18,2006,1377756,Maryland
978,total,2003,5496269,Maryland
979,under18,2003,1379641,Maryland
980,total,2004,5546935,Maryland
981,under18,2004,1383450,Maryland
982,total,2001,5374691,Maryland
983,under18,2001,1366552,Maryland
984,total,2002,5440389,Maryland
985,under18,2002,1375354,Maryland
986,total,2000,5311034,Maryland
987,under18,2000,1356961,Maryland
988,total,1999,5254509,Maryland
989,under18,1999,1348659,Maryland
990,total,1997,5157328,Maryland
991,under18,1997,1321306,Maryland
992,under18,1998,1338727,Maryland
993,total,1998,5204464,Maryland
994,under18,1996,1303816,Maryland
995,total,1996,5111986,Maryland
996,total,1995,5070033,Maryland
997,under18,1995,1300695,Maryland
998,under18,1992,1235498,Maryland
999,total,1992,4923369,Maryland
1000,total,1993,4971889,Maryland
1001,under18,1993,1261738,Maryland
1002,under18,1994,1280772,Maryland
1003,total,1994,5023060,Maryland
1004,total,1991,4867641,Maryland
1005,under18,1991,1208898,Maryland
1006,under18,1990,1180426,Maryland
1007,total,1990,4799770,Maryland
1008,under18,1990,308066,Maine
1009,total,1990,1231719,Maine
1010,total,1991,1237081,Maine
1011,under18,1991,309871,Maine
1012,under18,1994,311570,Maine
1013,total,1994,1242662,Maine
1014,total,1993,1242302,Maine
1015,under18,1993,310966,Maine
1016,under18,1992,310679,Maine
1017,total,1992,1238508,Maine
1018,total,1995,1243481,Maine
1019,under18,1995,309173,Maine
1020,under18,1996,307740,Maine
1021,total,1996,1249060,Maine
1022,under18,1998,304496,Maine
1023,total,1998,1259127,Maine
1024,total,1997,1254774,Maine
1025,under18,1997,305097,Maine
1026,total,1999,1266808,Maine
1027,under18,1999,302321,Maine
1028,total,2000,1277072,Maine
1029,under18,2000,301407,Maine
1030,total,2002,1295960,Maine
1031,under18,2002,298595,Maine
1032,total,2001,1285692,Maine
1033,under18,2001,300088,Maine
1034,total,2004,1313688,Maine
1035,under18,2004,294791,Maine
1036,total,2003,1306513,Maine
1037,under18,2003,296786,Maine
1038,total,2006,1323619,Maine
1039,under18,2006,288945,Maine
1040,total,2005,1318787,Maine
1041,under18,2005,292039,Maine
1042,total,2008,1330509,Maine
1043,under18,2008,282204,Maine
1044,total,2007,1327040,Maine
1045,under18,2007,286185,Maine
1046,under18,2013,261276,Maine
1047,total,2009,1329590,Maine
1048,under18,2009,277946,Maine
1049,total,2013,1328302,Maine
1050,total,2010,1327366,Maine
1051,under18,2010,273061,Maine
1052,total,2011,1327844,Maine
1053,under18,2011,268737,Maine
1054,under18,2012,264846,Maine
1055,total,2012,1328501,Maine
1056,total,2012,9882519,Michigan
1057,under18,2012,2269365,Michigan
1058,under18,2011,2299116,Michigan
1059,total,2011,9874589,Michigan
1060,under18,2010,2333121,Michigan
1061,total,2010,9876149,Michigan
1062,total,2013,9895622,Michigan
1063,total,2009,9901591,Michigan
1064,under18,2009,2372603,Michigan
1065,under18,2013,2245201,Michigan
1066,total,2007,10001284,Michigan
1067,under18,2007,2470063,Michigan
1068,total,2008,9946889,Michigan
1069,under18,2008,2418879,Michigan
1070,total,2005,10051137,Michigan
1071,under18,2005,2531839,Michigan
1072,total,2006,10036081,Michigan
1073,under18,2006,2503548,Michigan
1074,total,2003,10041152,Michigan
1075,under18,2003,2569080,Michigan
1076,total,2004,10055315,Michigan
1077,under18,2004,2553314,Michigan
1078,total,2002,10015710,Michigan
1079,under18,2002,2584310,Michigan
1080,total,2001,9991120,Michigan
1081,under18,2001,2593310,Michigan
1082,total,2000,9952450,Michigan
1083,under18,2000,2596114,Michigan
1084,total,1999,9897116,Michigan
1085,under18,1999,2591944,Michigan
1086,total,1997,9809051,Michigan
1087,under18,1997,2582270,Michigan
1088,under18,1998,2586343,Michigan
1089,total,1998,9847942,Michigan
1090,under18,1996,2569745,Michigan
1091,total,1996,9758645,Michigan
1092,total,1995,9676211,Michigan
1093,under18,1995,2556799,Michigan
1094,under18,1992,2501765,Michigan
1095,total,1992,9479065,Michigan
1096,total,1993,9540114,Michigan
1097,under18,1993,2522249,Michigan
1098,under18,1994,2535196,Michigan
1099,total,1994,9597737,Michigan
1100,total,1991,9400446,Michigan
1101,under18,1991,2484957,Michigan
1102,under18,1990,2459633,Michigan
1103,total,1990,9311319,Michigan
1104,under18,1990,1176680,Minnesota
1105,total,1990,4389857,Minnesota
1106,total,1991,4440859,Minnesota
1107,under18,1991,1191207,Minnesota
1108,under18,1994,1238949,Minnesota
1109,total,1994,4610355,Minnesota
1110,total,1993,4555956,Minnesota
1111,under18,1993,1226723,Minnesota
1112,under18,1992,1213068,Minnesota
1113,total,1992,4495572,Minnesota
1114,total,1995,4660180,Minnesota
1115,under18,1995,1245932,Minnesota
1116,under18,1996,1252722,Minnesota
1117,total,1996,4712827,Minnesota
1118,under18,1998,1275940,Minnesota
1119,total,1998,4813412,Minnesota
1120,total,1997,4763390,Minnesota
1121,under18,1997,1264250,Minnesota
1122,total,1999,4873481,Minnesota
1123,under18,1999,1283102,Minnesota
1124,total,2000,4933692,Minnesota
1125,under18,2000,1289715,Minnesota
1126,total,2001,4982796,Minnesota
1127,under18,2001,1291261,Minnesota
1128,total,2002,5018935,Minnesota
1129,under18,2002,1288795,Minnesota
1130,total,2004,5087713,Minnesota
1131,under18,2004,1281946,Minnesota
1132,total,2003,5053572,Minnesota
1133,under18,2003,1283687,Minnesota
1134,total,2006,5163555,Minnesota
1135,under18,2006,1282381,Minnesota
1136,total,2005,5119598,Minnesota
1137,under18,2005,1280557,Minnesota
1138,total,2008,5247018,Minnesota
1139,under18,2008,1284179,Minnesota
1140,total,2007,5207203,Minnesota
1141,under18,2007,1285074,Minnesota
1142,under18,2013,1279111,Minnesota
1143,total,2009,5281203,Minnesota
1144,under18,2009,1284103,Minnesota
1145,total,2013,5420380,Minnesota
1146,total,2010,5310337,Minnesota
1147,under18,2010,1282693,Minnesota
1148,total,2011,5347108,Minnesota
1149,under18,2011,1280424,Minnesota
1150,under18,2012,1278050,Minnesota
1151,total,2012,5379646,Minnesota
1152,under18,1990,1316423,Missouri
1153,total,1990,5128880,Missouri
1154,total,1991,5170800,Missouri
1155,under18,1991,1332306,Missouri
1156,under18,1994,1378700,Missouri
1157,total,1994,5324497,Missouri
1158,total,1993,5271175,Missouri
1159,under18,1993,1365903,Missouri
1160,under18,1992,1349729,Missouri
1161,total,1992,5217101,Missouri
1162,under18,1996,1408732,Missouri
1163,total,1996,5431553,Missouri
1164,total,1995,5378247,Missouri
1165,under18,1995,1393554,Missouri
1166,under18,1998,1428999,Missouri
1167,total,1998,5521765,Missouri
1168,total,1997,5481193,Missouri
1169,under18,1997,1419837,Missouri
1170,total,1999,5561948,Missouri
1171,under18,1999,1428047,Missouri
1172,total,2000,5607285,Missouri
1173,under18,2000,1428383,Missouri
1174,total,2001,5641142,Missouri
1175,under18,2001,1426575,Missouri
1176,total,2002,5674825,Missouri
1177,under18,2002,1424513,Missouri
1178,total,2004,5747741,Missouri
1179,under18,2004,1420956,Missouri
1180,total,2003,5709403,Missouri
1181,under18,2003,1421927,Missouri
1182,total,2006,5842704,Missouri
1183,under18,2006,1428324,Missouri
1184,total,2005,5790300,Missouri
1185,under18,2005,1422978,Missouri
1186,total,2008,5923916,Missouri
1187,under18,2008,1428945,Missouri
1188,total,2007,5887612,Missouri
1189,under18,2007,1431346,Missouri
1190,under18,2013,1397685,Missouri
1191,total,2009,5961088,Missouri
1192,under18,2009,1426603,Missouri
1193,total,2013,6044171,Missouri
1194,total,2010,5996063,Missouri
1195,under18,2010,1424042,Missouri
1196,total,2011,6010065,Missouri
1197,under18,2011,1414444,Missouri
1198,under18,2012,1405015,Missouri
1199,total,2012,6024522,Missouri
1200,total,2012,2986450,Mississippi
1201,under18,2012,742941,Mississippi
1202,under18,2011,747742,Mississippi
1203,total,2011,2977886,Mississippi
1204,under18,2010,754111,Mississippi
1205,total,2010,2970047,Mississippi
1206,total,2013,2991207,Mississippi
1207,total,2009,2958774,Mississippi
1208,under18,2009,758539,Mississippi
1209,under18,2013,737432,Mississippi
1210,total,2007,2928350,Mississippi
1211,under18,2007,761171,Mississippi
1212,total,2008,2947806,Mississippi
1213,under18,2008,760572,Mississippi
1214,total,2005,2905943,Mississippi
1215,under18,2005,760870,Mississippi
1216,total,2006,2904978,Mississippi
1217,under18,2006,756990,Mississippi
1218,total,2003,2868312,Mississippi
1219,under18,2003,759447,Mississippi
1220,total,2004,2889010,Mississippi
1221,under18,2004,760410,Mississippi
1222,total,2002,2858681,Mississippi
1223,under18,2002,763148,Mississippi
1224,total,2001,2852994,Mississippi
1225,under18,2001,768418,Mississippi
1226,total,2000,2848353,Mississippi
1227,under18,2000,774353,Mississippi
1228,total,1999,2828408,Mississippi
1229,under18,1999,775662,Mississippi
1230,total,1997,2777004,Mississippi
1231,under18,1997,774832,Mississippi
1232,under18,1998,773721,Mississippi
1233,total,1998,2804834,Mississippi
1234,under18,1996,769680,Mississippi
1235,total,1996,2748085,Mississippi
1236,total,1995,2722659,Mississippi
1237,under18,1995,767892,Mississippi
1238,under18,1992,750224,Mississippi
1239,total,1992,2623734,Mississippi
1240,total,1993,2655100,Mississippi
1241,under18,1993,755820,Mississippi
1242,under18,1994,763795,Mississippi
1243,total,1994,2688992,Mississippi
1244,total,1991,2598733,Mississippi
1245,under18,1991,738911,Mississippi
1246,under18,1990,733660,Mississippi
1247,total,1990,2578897,Mississippi
1248,total,2012,1005494,Montana
1249,under18,2012,222905,Montana
1250,under18,2011,222977,Montana
1251,total,2011,997600,Montana
1252,under18,2010,223292,Montana
1253,total,2010,990527,Montana
1254,total,2013,1015165,Montana
1255,total,2009,983982,Montana
1256,under18,2009,223675,Montana
1257,under18,2013,223981,Montana
1258,total,2007,964706,Montana
1259,under18,2007,223135,Montana
1260,total,2008,976415,Montana
1261,under18,2008,223814,Montana
1262,total,2005,940102,Montana
1263,under18,2005,221685,Montana
1264,total,2006,952692,Montana
1265,under18,2006,221930,Montana
1266,total,2003,919630,Montana
1267,under18,2003,223012,Montana
1268,total,2004,930009,Montana
1269,under18,2004,221999,Montana
1270,total,2002,911667,Montana
1271,under18,2002,224772,Montana
1272,total,2001,906961,Montana
1273,under18,2001,227118,Montana
1274,total,1999,897508,Montana
1275,under18,1999,231133,Montana
1276,total,2000,903773,Montana
1277,under18,2000,230067,Montana
1278,total,1997,889865,Montana
1279,under18,1997,232813,Montana
1280,under18,1998,231746,Montana
1281,total,1998,892431,Montana
1282,total,1995,876553,Montana
1283,under18,1995,236583,Montana
1284,under18,1996,235294,Montana
1285,total,1996,886254,Montana
1286,under18,1992,230868,Montana
1287,total,1992,825770,Montana
1288,total,1993,844761,Montana
1289,under18,1993,234987,Montana
1290,under18,1994,237289,Montana
1291,total,1994,861306,Montana
1292,total,1991,809680,Montana
1293,under18,1991,225259,Montana
1294,under18,1990,223677,Montana
1295,total,1990,800204,Montana
1296,under18,1990,1625804,North Carolina
1297,total,1990,6664016,North Carolina
1298,total,1991,6784280,North Carolina
1299,under18,1991,1640394,North Carolina
1300,total,1993,7042818,North Carolina
1301,under18,1993,1710267,North Carolina
1302,under18,1992,1674144,North Carolina
1303,total,1992,6897214,North Carolina
1304,under18,1994,1750754,North Carolina
1305,total,1994,7187398,North Carolina
1306,total,1995,7344674,North Carolina
1307,under18,1995,1785150,North Carolina
1308,under18,1996,1821506,North Carolina
1309,total,1996,7500670,North Carolina
1310,under18,1998,1894753,North Carolina
1311,total,1998,7809122,North Carolina
1312,total,1997,7656825,North Carolina
1313,under18,1997,1861621,North Carolina
1314,total,2000,8081614,North Carolina
1315,under18,2000,1967626,North Carolina
1316,total,1999,7949362,North Carolina
1317,under18,1999,1932141,North Carolina
1318,total,2001,8210122,North Carolina
1319,under18,2001,2003782,North Carolina
1320,total,2002,8326201,North Carolina
1321,under18,2002,2034451,North Carolina
1322,total,2004,8553152,North Carolina
1323,under18,2004,2085165,North Carolina
1324,total,2003,8422501,North Carolina
1325,under18,2003,2060838,North Carolina
1326,total,2005,8705407,North Carolina
1327,under18,2005,2122485,North Carolina
1328,total,2006,8917270,North Carolina
1329,under18,2006,2166393,North Carolina
1330,total,2008,9309449,North Carolina
1331,under18,2008,2252101,North Carolina
1332,total,2007,9118037,North Carolina
1333,under18,2007,2219168,North Carolina
1334,under18,2013,2285605,North Carolina
1335,total,2013,9848060,North Carolina
1336,total,2009,9449566,North Carolina
1337,under18,2009,2272955,North Carolina
1338,total,2010,9559533,North Carolina
1339,under18,2010,2282288,North Carolina
1340,under18,2011,2284238,North Carolina
1341,total,2011,9651377,North Carolina
1342,under18,2012,2284122,North Carolina
1343,total,2012,9748364,North Carolina
1344,total,2012,701345,North Dakota
1345,under18,2012,156765,North Dakota
1346,total,2011,684867,North Dakota
1347,under18,2011,152357,North Dakota
1348,under18,2010,150179,North Dakota
1349,total,2010,674344,North Dakota
1350,total,2009,664968,North Dakota
1351,under18,2009,148674,North Dakota
1352,total,2013,723393,North Dakota
1353,under18,2013,162688,North Dakota
1354,total,2007,652822,North Dakota
1355,under18,2007,147263,North Dakota
1356,total,2008,657569,North Dakota
1357,under18,2008,147462,North Dakota
1358,total,2006,649422,North Dakota
1359,under18,2006,147331,North Dakota
1360,total,2005,646089,North Dakota
1361,under18,2005,148119,North Dakota
1362,total,2003,638817,North Dakota
1363,under18,2003,150406,North Dakota
1364,total,2004,644705,North Dakota
1365,under18,2004,149128,North Dakota
1366,total,2002,638168,North Dakota
1367,under18,2002,153097,North Dakota
1368,total,2001,639062,North Dakota
1369,under18,2001,156113,North Dakota
1370,total,1999,644259,North Dakota
1371,under18,1999,163056,North Dakota
1372,total,2000,642023,North Dakota
1373,under18,2000,160477,North Dakota
1374,total,1997,649716,North Dakota
1375,under18,1997,167475,North Dakota
1376,under18,1998,165448,North Dakota
1377,total,1998,647532,North Dakota
1378,under18,1996,169257,North Dakota
1379,total,1996,650382,North Dakota
1380,total,1995,647832,North Dakota
1381,under18,1995,171146,North Dakota
1382,under18,1994,172160,North Dakota
1383,total,1994,644806,North Dakota
1384,under18,1992,172052,North Dakota
1385,total,1992,638223,North Dakota
1386,total,1993,641216,North Dakota
1387,under18,1993,172168,North Dakota
1388,total,1991,635753,North Dakota
1389,under18,1991,171730,North Dakota
1390,under18,1990,170920,North Dakota
1391,total,1990,637685,North Dakota
1392,under18,1990,430068,Nebraska
1393,total,1990,1581660,Nebraska
1394,total,1991,1595919,Nebraska
1395,under18,1991,434525,Nebraska
1396,under18,1994,442589,Nebraska
1397,total,1994,1639041,Nebraska
1398,total,1993,1625590,Nebraska
1399,under18,1993,439313,Nebraska
1400,under18,1992,436378,Nebraska
1401,total,1992,1611687,Nebraska
1402,under18,1996,446841,Nebraska
1403,total,1996,1673740,Nebraska
1404,total,1995,1656993,Nebraska
1405,under18,1995,444418,Nebraska
1406,under18,1998,451192,Nebraska
1407,total,1998,1695817,Nebraska
1408,total,1997,1686418,Nebraska
1409,under18,1997,450076,Nebraska
1410,total,1999,1704764,Nebraska
1411,under18,1999,451047,Nebraska
1412,total,2000,1713820,Nebraska
1413,under18,2000,450380,Nebraska
1414,total,2001,1719836,Nebraska
1415,under18,2001,448307,Nebraska
1416,total,2002,1728292,Nebraska
1417,under18,2002,447714,Nebraska
1418,total,2004,1749370,Nebraska
1419,under18,2004,448360,Nebraska
1420,total,2003,1738643,Nebraska
1421,under18,2003,447444,Nebraska
1422,total,2006,1772693,Nebraska
1423,under18,2006,450098,Nebraska
1424,total,2005,1761497,Nebraska
1425,under18,2005,448918,Nebraska
1426,total,2008,1796378,Nebraska
1427,under18,2008,453787,Nebraska
1428,total,2007,1783440,Nebraska
1429,under18,2007,451946,Nebraska
1430,under18,2013,464348,Nebraska
1431,total,2009,1812683,Nebraska
1432,under18,2009,456543,Nebraska
1433,total,2013,1868516,Nebraska
1434,total,2010,1829838,Nebraska
1435,under18,2010,459621,Nebraska
1436,total,2011,1841749,Nebraska
1437,under18,2011,460872,Nebraska
1438,under18,2012,462673,Nebraska
1439,total,2012,1855350,Nebraska
1440,under18,1990,277454,New Hampshire
1441,total,1990,1112384,New Hampshire
1442,total,1991,1109929,New Hampshire
1443,under18,1991,281127,New Hampshire
1444,under18,1994,295563,New Hampshire
1445,total,1994,1142561,New Hampshire
1446,total,1993,1129458,New Hampshire
1447,under18,1993,290409,New Hampshire
1448,under18,1992,286314,New Hampshire
1449,total,1992,1117785,New Hampshire
1450,under18,1996,300161,New Hampshire
1451,total,1996,1174719,New Hampshire
1452,total,1995,1157561,New Hampshire
1453,under18,1995,298246,New Hampshire
1454,under18,1998,307292,New Hampshire
1455,total,1998,1205941,New Hampshire
1456,total,1997,1189425,New Hampshire
1457,under18,1997,302834,New Hampshire
1458,total,2000,1239882,New Hampshire
1459,under18,2000,310352,New Hampshire
1460,total,1999,1222015,New Hampshire
1461,under18,1999,308423,New Hampshire
1462,total,2001,1255517,New Hampshire
1463,under18,2001,311877,New Hampshire
1464,total,2002,1269089,New Hampshire
1465,under18,2002,312743,New Hampshire
1466,total,2004,1290121,New Hampshire
1467,under18,2004,309243,New Hampshire
1468,total,2003,1279840,New Hampshire
1469,under18,2003,311412,New Hampshire
1470,total,2005,1298492,New Hampshire
1471,under18,2005,307403,New Hampshire
1472,total,2006,1308389,New Hampshire
1473,under18,2006,305169,New Hampshire
1474,total,2008,1315906,New Hampshire
1475,under18,2008,296029,New Hampshire
1476,total,2007,1312540,New Hampshire
1477,under18,2007,300918,New Hampshire
1478,under18,2013,271122,New Hampshire
1479,total,2009,1316102,New Hampshire
1480,under18,2009,290850,New Hampshire
1481,total,2013,1323459,New Hampshire
1482,total,2010,1316614,New Hampshire
1483,under18,2010,285702,New Hampshire
1484,total,2011,1318075,New Hampshire
1485,under18,2011,280486,New Hampshire
1486,under18,2012,275818,New Hampshire
1487,total,2012,1321617,New Hampshire
1488,total,2012,8867749,New Jersey
1489,under18,2012,2035106,New Jersey
1490,under18,2011,2049453,New Jersey
1491,total,2011,8836639,New Jersey
1492,under18,2010,2062013,New Jersey
1493,total,2010,8802707,New Jersey
1494,total,2013,8899339,New Jersey
1495,total,2009,8755602,New Jersey
1496,under18,2009,2068684,New Jersey
1497,under18,2013,2022117,New Jersey
1498,total,2007,8677885,New Jersey
1499,under18,2007,2091023,New Jersey
1500,total,2008,8711090,New Jersey
1501,under18,2008,2076366,New Jersey
1502,total,2006,8661679,New Jersey
1503,under18,2006,2106403,New Jersey
1504,total,2005,8651974,New Jersey
1505,under18,2005,2121878,New Jersey
1506,total,2003,8601402,New Jersey
1507,under18,2003,2126014,New Jersey
1508,total,2004,8634561,New Jersey
1509,under18,2004,2129051,New Jersey
1510,total,2002,8552643,New Jersey
1511,under18,2002,2116591,New Jersey
1512,total,2001,8492671,New Jersey
1513,under18,2001,2102838,New Jersey
1514,total,1999,8359592,New Jersey
1515,under18,1999,2066678,New Jersey
1516,total,2000,8430621,New Jersey
1517,under18,2000,2088885,New Jersey
1518,total,1997,8218808,New Jersey
1519,under18,1997,2028349,New Jersey
1520,under18,1998,2042080,New Jersey
1521,total,1998,8287418,New Jersey
1522,total,1995,8083242,New Jersey
1523,under18,1995,1997187,New Jersey
1524,under18,1996,2016502,New Jersey
1525,total,1996,8149596,New Jersey
1526,under18,1992,1890108,New Jersey
1527,total,1992,7880508,New Jersey
1528,total,1993,7948915,New Jersey
1529,under18,1993,1928623,New Jersey
1530,under18,1994,1968232,New Jersey
1531,total,1994,8014306,New Jersey
1532,total,1991,7814676,New Jersey
1533,under18,1991,1849605,New Jersey
1534,under18,1990,1818187,New Jersey
1535,total,1990,7762963,New Jersey
1536,total,1990,1521574,New Mexico
1537,under18,1990,453538,New Mexico
1538,under18,1991,461811,New Mexico
1539,total,1991,1555305,New Mexico
1540,under18,1994,497542,New Mexico
1541,under18,1993,487742,New Mexico
1542,total,1993,1636453,New Mexico
1543,total,1992,1595442,New Mexico
1544,under18,1992,473176,New Mexico
1545,total,1994,1682398,New Mexico
1546,under18,1996,508100,New Mexico
1547,total,1995,1720394,New Mexico
1548,under18,1995,504558,New Mexico
1549,total,1996,1752326,New Mexico
1550,under18,1998,512801,New Mexico
1551,total,1998,1793484,New Mexico
1552,total,1997,1774839,New Mexico
1553,under18,1997,514500,New Mexico
1554,under18,1999,511135,New Mexico
1555,total,1999,1808082,New Mexico
1556,total,2000,1821204,New Mexico
1557,under18,2000,508132,New Mexico
1558,total,2001,1831690,New Mexico
1559,under18,2001,503404,New Mexico
1560,total,2002,1855309,New Mexico
1561,under18,2002,502779,New Mexico
1562,total,2004,1903808,New Mexico
1563,under18,2004,501184,New Mexico
1564,total,2003,1877574,New Mexico
1565,under18,2003,500777,New Mexico
1566,total,2005,1932274,New Mexico
1567,under18,2005,502612,New Mexico
1568,total,2006,1962137,New Mexico
1569,under18,2006,505125,New Mexico
1570,total,2008,2010662,New Mexico
1571,under18,2008,511214,New Mexico
1572,total,2007,1990070,New Mexico
1573,under18,2007,508725,New Mexico
1574,under18,2013,507540,New Mexico
1575,total,2013,2085287,New Mexico
1576,total,2009,2036802,New Mexico
1577,under18,2009,515470,New Mexico
1578,total,2010,2064982,New Mexico
1579,under18,2010,518763,New Mexico
1580,under18,2011,516513,New Mexico
1581,total,2011,2077919,New Mexico
1582,under18,2012,512314,New Mexico
1583,total,2012,2083540,New Mexico
1584,total,2012,2754354,Nevada
1585,under18,2012,659655,Nevada
1586,under18,2011,659236,Nevada
1587,total,2011,2717951,Nevada
1588,under18,2010,663180,Nevada
1589,total,2010,2703230,Nevada
1590,total,2013,2790136,Nevada
1591,total,2009,2684665,Nevada
1592,under18,2009,666041,Nevada
1593,under18,2013,661605,Nevada
1594,total,2007,2601072,Nevada
1595,under18,2007,654053,Nevada
1596,total,2008,2653630,Nevada
1597,under18,2008,662621,Nevada
1598,total,2005,2432143,Nevada
1599,under18,2005,611595,Nevada
1600,total,2006,2522658,Nevada
1601,under18,2006,634403,Nevada
1602,total,2003,2248850,Nevada
1603,under18,2003,568963,Nevada
1604,total,2004,2346222,Nevada
1605,under18,2004,591314,Nevada
1606,total,2002,2173791,Nevada
1607,under18,2002,552816,Nevada
1608,total,2001,2098399,Nevada
1609,under18,2001,534708,Nevada
1610,total,1999,1934718,Nevada
1611,under18,1999,493701,Nevada
1612,total,2000,2018741,Nevada
1613,under18,2000,516018,Nevada
1614,total,1997,1764104,Nevada
1615,under18,1997,443626,Nevada
1616,under18,1998,469424,Nevada
1617,total,1998,1853192,Nevada
1618,total,1995,1581578,Nevada
1619,under18,1995,396223,Nevada
1620,under18,1996,419133,Nevada
1621,total,1996,1666320,Nevada
1622,under18,1992,337396,Nevada
1623,total,1992,1351367,Nevada
1624,total,1993,1411215,Nevada
1625,under18,1993,354990,Nevada
1626,under18,1994,376745,Nevada
1627,total,1994,1499298,Nevada
1628,total,1991,1296172,Nevada
1629,under18,1991,325033,Nevada
1630,under18,1990,316406,Nevada
1631,total,1990,1220695,Nevada
1632,total,2012,19576125,New York
1633,under18,2012,4264694,New York
1634,total,2011,19502728,New York
1635,under18,2011,4294555,New York
1636,under18,2010,4318033,New York
1637,total,2010,19398228,New York
1638,total,2009,19307066,New York
1639,under18,2009,4342926,New York
1640,total,2013,19651127,New York
1641,under18,2013,4239976,New York
1642,total,2007,19132335,New York
1643,under18,2007,4410949,New York
1644,total,2008,19212436,New York
1645,under18,2008,4372170,New York
1646,total,2006,19104631,New York
1647,under18,2006,4457777,New York
1648,total,2005,19132610,New York
1649,under18,2005,4514456,New York
1650,total,2003,19175939,New York
1651,under18,2003,4619506,New York
1652,total,2004,19171567,New York
1653,under18,2004,4574065,New York
1654,total,2002,19137800,New York
1655,under18,2002,4652232,New York
1656,total,2001,19082838,New York
